trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'e': 0.6921171816887304, 'a': 0.002}",25,0,-149.1723560128003,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
186,False,"{'e': 0.6907343306373547, 'a': 0.002}",25,1,-58.08436018811549,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
187,False,"{'e': 0.6893542425242224, 'a': 0.002}",25,0,-116.11378072842494,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
188,False,"{'e': 0.6879769118289795, 'a': 0.002}",20,0,-64.44282060422985,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
189,False,"{'e': 0.686602333042301, 'a': 0.002}",25,3,-117.83508042075408,"{0: 13, 1: 1, 2: 5, 3: 2, 4: 1}",1
190,False,"{'e': 0.6852305006658703, 'a': 0.002}",25,12,-20.84584168767085,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
191,False,"{'e': 0.6838614092123558, 'a': 0.002}",25,10,-32.371638596750486,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
192,False,"{'e': 0.6824950532053901, 'a': 0.002}",20,0,-116.0928711992908,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
193,False,"{'e': 0.6811314271795471, 'a': 0.002}",25,0,-0.24464780809227427,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
194,False,"{'e': 0.679770525680321, 'a': 0.002}",25,9,-100.01884687148805,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 2}",1
195,False,"{'e': 0.678412343264104, 'a': 0.002}",20,0,-56.31395723049576,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
196,False,"{'e': 0.6770568744981647, 'a': 0.002}",25,20,9.461387127788054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'e': 0.675704113960626, 'a': 0.002}",25,0,-40.400520895887844,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
198,False,"{'e': 0.6743540562404442, 'a': 0.002}",25,0,-92.101320154563,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",1
199,False,"{'e': 0.6730066959373864, 'a': 0.002}",25,11,-19.28834926763186,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
200,False,"{'e': 0.6716620276620098, 'a': 0.002}",30,0,-142.91139649856632,"{0: 20, 1: 2, 2: 3, 3: 3, 4: 2}",0
201,False,"{'e': 0.6703200460356393, 'a': 0.002}",20,0,-52.23911876599102,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
202,False,"{'e': 0.6689807456903467, 'a': 0.002}",20,13,-51.993795201222085,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
203,False,"{'e': 0.6676441212689289, 'a': 0.002}",20,0,-121.14500748118317,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
204,False,"{'e': 0.6663101674248864, 'a': 0.002}",20,4,-63.12635223555502,"{0: 8, 1: 3, 2: 4, 3: 1, 4: 0}",1
205,False,"{'e': 0.6649788788224019, 'a': 0.002}",20,0,-39.27285173015889,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
206,False,"{'e': 0.6636502501363194, 'a': 0.002}",20,0,-50.77246592422519,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
207,False,"{'e': 0.6623242760521222, 'a': 0.002}",35,12,-77.00621538494636,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 0}",1
208,False,"{'e': 0.6610009512659124, 'a': 0.002}",20,15,-11.176622316244377,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
209,False,"{'e': 0.659680270484389, 'a': 0.002}",20,0,-95.08035367659714,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
210,False,"{'e': 0.6583622284248272, 'a': 0.002}",20,0,-7.993797476979911,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
211,False,"{'e': 0.6570468198150567, 'a': 0.002}",20,0,-14.480886679126055,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
212,False,"{'e': 0.6557340393934418, 'a': 0.002}",25,10,-58.84233681170593,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
213,False,"{'e': 0.6544238819088586, 'a': 0.002}",35,0,-91.04088440843395,"{0: 28, 1: 1, 2: 4, 3: 0, 4: 2}",0
214,False,"{'e': 0.6531163421206756, 'a': 0.002}",20,16,7.534985923863392,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'e': 0.651811414798732, 'a': 0.002}",20,0,-116.10686006111827,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
216,False,"{'e': 0.6505090947233165, 'a': 0.002}",30,0,-84.26457669804293,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
217,False,"{'e': 0.6492093766851474, 'a': 0.002}",20,12,-30.519938885384086,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
218,False,"{'e': 0.6479122554853506, 'a': 0.002}",25,0,-25.825875849170718,"{0: 21, 1: 2, 2: 0, 3: 2, 4: 0}",0
219,False,"{'e': 0.6466177259354396, 'a': 0.002}",20,14,-1.5864583963969208,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'e': 0.6453257828572946, 'a': 0.002}",25,18,13.836950207441946,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'e': 0.6440364210831414, 'a': 0.002}",20,0,-35.43806254575531,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
222,False,"{'e': 0.6427496354555312, 'a': 0.002}",20,2,-145.95965922897975,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 3}",1
223,False,"{'e': 0.6414654208273198, 'a': 0.002}",20,8,-86.9996571924215,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
224,False,"{'e': 0.6401837720616471, 'a': 0.002}",20,12,-25.665724304631002,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
225,False,"{'e': 0.6389046840319162, 'a': 0.002}",20,0,-88.96445920319881,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
226,False,"{'e': 0.6376281516217733, 'a': 0.002}",25,11,-46.26945181310797,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
227,False,"{'e': 0.6363541697250871, 'a': 0.002}",20,15,-11.847891755954247,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
228,False,"{'e': 0.6350827332459281, 'a': 0.002}",20,10,7.9033389026434895,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'e': 0.633813837098549, 'a': 0.002}",20,0,-49.307161852516074,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
230,False,"{'e': 0.6325474762073634, 'a': 0.002}",25,8,-102.55337930577659,"{0: 10, 1: 0, 2: 4, 3: 2, 4: 1}",1
231,False,"{'e': 0.631283645506926, 'a': 0.002}",20,0,-11.572624553797835,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
232,False,"{'e': 0.6300223399419123, 'a': 0.002}",20,0,-86.57198555895543,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
233,False,"{'e': 0.6287635544670984, 'a': 0.002}",25,14,6.7122361666476715,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'e': 0.6275072840473407, 'a': 0.002}",25,6,-28.252046409819272,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 0}",1
235,False,"{'e': 0.6262535236575559, 'a': 0.002}",20,12,7.779676952152087,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'e': 0.6250022682827008, 'a': 0.002}",20,0,-29.180591374368735,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
237,False,"{'e': 0.623753512917752, 'a': 0.002}",30,16,-6.447331239763386,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
238,False,"{'e': 0.6225072525676867, 'a': 0.002}",25,0,-39.02656327636964,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
239,False,"{'e': 0.6212634822474616, 'a': 0.002}",25,7,4.4728262159277765,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
240,False,"{'e': 0.6200221969819939, 'a': 0.002}",20,12,-36.9756238083861,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
241,False,"{'e': 0.6187833918061408, 'a': 0.002}",35,17,-142.73201514999633,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 3}",1
242,False,"{'e': 0.61754706176468, 'a': 0.002}",25,0,-100.69790785536712,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
243,False,"{'e': 0.6163132019122897, 'a': 0.002}",20,0,1.6858194752616893,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
244,False,"{'e': 0.6150818073135287, 'a': 0.002}",20,0,-90.24061036348104,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
245,False,"{'e': 0.6138528730428171, 'a': 0.002}",25,14,-37.38537767506143,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
246,False,"{'e': 0.6126263941844161, 'a': 0.002}",20,0,-48.29955159743196,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
247,False,"{'e': 0.6114023658324087, 'a': 0.002}",20,0,-29.843629166217898,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
248,False,"{'e': 0.6101807830906798, 'a': 0.002}",25,0,-178.5098636655282,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
249,False,"{'e': 0.6089616410728969, 'a': 0.002}",20,10,-48.11267572214272,"{0: 5, 1: 0, 2: 4, 3: 1, 4: 0}",1
250,False,"{'e': 0.6077449349024902, 'a': 0.002}",25,0,-90.77136224714526,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
251,False,"{'e': 0.6065306597126334, 'a': 0.002}",20,0,-36.59317046579104,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
252,False,"{'e': 0.6053188106462243, 'a': 0.002}",20,0,-29.549132720483254,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
253,False,"{'e': 0.6041093828558647, 'a': 0.002}",30,0,-51.86200872613137,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",1
254,False,"{'e': 0.6029023715038421, 'a': 0.002}",25,0,4.069092666767967,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
255,False,"{'e': 0.6016977717621094, 'a': 0.002}",20,5,-16.59513762316662,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
256,False,"{'e': 0.6004955788122659, 'a': 0.002}",20,0,-131.74904884036448,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
257,False,"{'e': 0.5992957878455384, 'a': 0.002}",35,19,3.593173023833957,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
258,False,"{'e': 0.5980983940627613, 'a': 0.002}",25,14,-12.923999005716396,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
259,False,"{'e': 0.596903392674358, 'a': 0.002}",25,4,-8.26441735095374,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 0}",1
260,False,"{'e': 0.5957107789003212, 'a': 0.002}",20,4,-39.51627259323027,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 0}",1
261,False,"{'e': 0.5945205479701944, 'a': 0.002}",20,2,-16.927039121356923,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
262,False,"{'e': 0.593332695123052, 'a': 0.002}",20,0,-41.3762918717747,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
263,False,"{'e': 0.5921472156074813, 'a': 0.002}",25,0,-48.98047314454487,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
264,False,"{'e': 0.5909641046815626, 'a': 0.002}",20,0,-40.76986245141759,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
265,False,"{'e': 0.5897833576128504, 'a': 0.002}",25,10,-114.75668444500366,"{0: 8, 1: 1, 2: 2, 3: 3, 4: 1}",1
266,False,"{'e': 0.5886049696783552, 'a': 0.002}",20,0,-64.32242722112862,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
267,False,"{'e': 0.5874289361645234, 'a': 0.002}",25,14,-25.353952332380604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
268,False,"{'e': 0.5862552523672196, 'a': 0.002}",30,0,-53.37679227867416,"{0: 23, 1: 4, 2: 1, 3: 1, 4: 1}",1
269,False,"{'e': 0.5850839135917069, 'a': 0.002}",25,0,-51.67089015847289,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
270,False,"{'e': 0.5839149151526287, 'a': 0.002}",20,0,-30.904079398536133,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
271,False,"{'e': 0.5827482523739896, 'a': 0.002}",30,0,-67.94724087914634,"{0: 22, 1: 0, 2: 6, 3: 2, 4: 0}",0
272,False,"{'e': 0.5815839205891371, 'a': 0.002}",20,0,-19.793762178231965,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
273,False,"{'e': 0.5804219151407424, 'a': 0.002}",25,7,-12.694008596212905,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
274,False,"{'e': 0.579262231380782, 'a': 0.002}",20,1,-43.057488360208986,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 0}",1
275,False,"{'e': 0.5781048646705196, 'a': 0.002}",25,0,-61.415937821790244,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
276,False,"{'e': 0.5769498103804866, 'a': 0.002}",25,0,-75.63181388886402,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
277,False,"{'e': 0.5757970638904645, 'a': 0.002}",20,1,-35.713812591407255,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
278,False,"{'e': 0.5746466205894657, 'a': 0.002}",20,11,-13.929920263479348,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
279,False,"{'e': 0.5734984758757153, 'a': 0.002}",20,0,3.3442516621000395,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
280,False,"{'e': 0.5723526251566332, 'a': 0.002}",35,0,-27.272026226783055,"{0: 30, 1: 2, 2: 2, 3: 0, 4: 1}",0
281,False,"{'e': 0.5712090638488149, 'a': 0.002}",20,0,-54.99097736929533,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
282,False,"{'e': 0.5700677873780134, 'a': 0.002}",20,9,-32.13792941094014,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
283,False,"{'e': 0.5689287911791218, 'a': 0.002}",20,0,-10.504552091854407,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
284,False,"{'e': 0.5677920706961532, 'a': 0.002}",20,9,-83.5445703467374,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
285,False,"{'e': 0.5666576213822246, 'a': 0.002}",25,15,4.496894601560086,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
286,False,"{'e': 0.5655254386995371, 'a': 0.002}",20,4,-8.795072617463696,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
287,False,"{'e': 0.5643955181193583, 'a': 0.002}",20,15,1.3240200904175305,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
288,False,"{'e': 0.5632678551220046, 'a': 0.002}",20,0,-29.267683338136116,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
289,False,"{'e': 0.5621424451968224, 'a': 0.002}",35,6,22.885084093736182,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
290,False,"{'e': 0.5610192838421706, 'a': 0.002}",20,0,-46.276699020565346,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
291,False,"{'e': 0.559898366565402, 'a': 0.002}",20,0,-13.857239151810521,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
292,False,"{'e': 0.5587796888828463, 'a': 0.002}",20,0,-42.314037632165935,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
293,False,"{'e': 0.5576632463197913, 'a': 0.002}",20,0,-42.987668146819296,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
294,False,"{'e': 0.5565490344104649, 'a': 0.002}",20,0,-56.79195082376789,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
295,False,"{'e': 0.5554370486980182, 'a': 0.002}",20,0,-56.15347562400156,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
296,False,"{'e': 0.5543272847345071, 'a': 0.002}",20,0,-74.69306319490539,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
297,False,"{'e': 0.5532197380808739, 'a': 0.002}",30,0,-81.85423168739291,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
298,False,"{'e': 0.5521144043069306, 'a': 0.002}",20,12,2.828859677731296,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'e': 0.5510112789913407, 'a': 0.002}",20,13,-26.80472075363024,"{0: 4, 1: 1, 2: 1, 3: 1, 4: 0}",1
300,False,"{'e': 0.5499103577216016, 'a': 0.002}",20,0,-54.03742372947946,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
301,False,"{'e': 0.5488116360940265, 'a': 0.002}",25,1,-88.3413115261331,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 1}",1
302,False,"{'e': 0.5477151097137275, 'a': 0.002}",20,8,18.781305068504096,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'e': 0.5466207741945976, 'a': 0.002}",25,0,-93.45256967104174,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",1
304,False,"{'e': 0.5455286251592933, 'a': 0.002}",25,0,5.074396577397117,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
305,False,"{'e': 0.5444386582392171, 'a': 0.002}",25,0,-70.13987867383617,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
306,False,"{'e': 0.5433508690744998, 'a': 0.002}",30,10,-125.61252340870242,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",1
307,False,"{'e': 0.5422652533139832, 'a': 0.002}",30,7,-38.39993555116366,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
308,False,"{'e': 0.5411818066152029, 'a': 0.002}",35,0,-206.73518828825303,"{0: 22, 1: 3, 2: 4, 3: 3, 4: 3}",0
309,False,"{'e': 0.5401005246443706, 'a': 0.002}",25,2,-68.51231680610124,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 1}",1
310,False,"{'e': 0.539021403076357, 'a': 0.002}",25,0,-53.55305518536171,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
311,False,"{'e': 0.5379444375946745, 'a': 0.002}",30,9,-14.534402060549558,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 0}",1
312,False,"{'e': 0.5368696238914595, 'a': 0.002}",25,0,-80.32996759445382,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
313,False,"{'e': 0.535796957667456, 'a': 0.002}",20,0,-37.952400590766445,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
314,False,"{'e': 0.5347264346319975, 'a': 0.002}",20,0,13.224489671451995,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
315,False,"{'e': 0.5336580505029906, 'a': 0.002}",25,0,-108.36676770992707,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
316,False,"{'e': 0.5325918010068972, 'a': 0.002}",20,7,-9.16134871853966,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
317,False,"{'e': 0.5315276818787179, 'a': 0.002}",25,10,-19.29975409868565,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
318,False,"{'e': 0.5304656888619749, 'a': 0.002}",20,7,-54.25161967661678,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
319,False,"{'e': 0.5294058177086945, 'a': 0.002}",30,0,-24.5997641922174,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
320,False,"{'e': 0.528348064179391, 'a': 0.002}",20,0,-40.268069327308375,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
321,False,"{'e': 0.5272924240430485, 'a': 0.002}",20,14,11.699902281290655,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'e': 0.5262388930771054, 'a': 0.002}",30,18,-36.10114359926719,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
323,False,"{'e': 0.5251874670674361, 'a': 0.002}",20,0,-101.18822765996639,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
324,False,"{'e': 0.5241381418083354, 'a': 0.002}",20,11,-2.1304109215700544,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
325,False,"{'e': 0.5230909131025008, 'a': 0.002}",35,23,-3.0009768780364467,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
326,False,"{'e': 0.522045776761016, 'a': 0.002}",30,5,-46.014272090206944,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
327,False,"{'e': 0.5210027286033344, 'a': 0.002}",20,6,-10.468340031868388,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
328,False,"{'e': 0.5199617644572618, 'a': 0.002}",25,8,-60.99848942757497,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
329,False,"{'e': 0.5189228801589404, 'a': 0.002}",20,12,2.546213352351917,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'e': 0.5178860715528314, 'a': 0.002}",20,0,-3.7743221332888837,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
331,False,"{'e': 0.5168513344916992, 'a': 0.002}",20,3,-30.944433958375562,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
332,False,"{'e': 0.5158186648365941, 'a': 0.002}",30,12,17.334490298469802,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
333,False,"{'e': 0.5147880584568362, 'a': 0.002}",20,0,0.6794848363977866,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
334,False,"{'e': 0.5137595112299983, 'a': 0.002}",30,22,5.981769188900639,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'e': 0.5127330190418905, 'a': 0.002}",25,9,-62.55868991292842,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
336,False,"{'e': 0.5117085777865424, 'a': 0.002}",25,3,-42.26583163111508,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
337,False,"{'e': 0.5106861833661879, 'a': 0.002}",20,14,1.3150482345057901,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
338,False,"{'e': 0.5096658316912476, 'a': 0.002}",25,10,-37.09220237245845,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
339,False,"{'e': 0.5086475186803137, 'a': 0.002}",25,6,16.076644982213505,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
340,False,"{'e': 0.5076312402601327, 'a': 0.002}",35,1,-51.650645426183985,"{0: 29, 1: 0, 2: 3, 3: 1, 4: 1}",1
341,False,"{'e': 0.5066169923655895, 'a': 0.002}",30,11,34.85200232491438,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'e': 0.5056047709396915, 'a': 0.002}",20,10,-22.431752749581158,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
343,False,"{'e': 0.5045945719335512, 'a': 0.002}",25,11,-16.92690734585852,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
344,False,"{'e': 0.5035863913063714, 'a': 0.002}",25,14,-39.202354811342694,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
345,False,"{'e': 0.5025802250254283, 'a': 0.002}",20,0,-47.271579740082544,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
346,False,"{'e': 0.5015760690660555, 'a': 0.002}",30,15,-27.85030339924206,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
347,False,"{'e': 0.5005739194116277, 'a': 0.002}",20,7,-36.77814949546799,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
348,False,"{'e': 0.4995737720535449, 'a': 0.002}",30,0,-68.81772835128461,"{0: 25, 1: 0, 2: 2, 3: 2, 4: 1}",0
349,False,"{'e': 0.4985756229912165, 'a': 0.002}",20,0,-5.144864729206423,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
350,False,"{'e': 0.4975794682320448, 'a': 0.002}",20,7,-2.3401789793766836,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
351,False,"{'e': 0.49658530379140947, 'a': 0.002}",20,0,-37.916809027430496,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
352,False,"{'e': 0.4955931256926514, 'a': 0.002}",25,11,-17.495150444580425,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
353,False,"{'e': 0.494602929967057, 'a': 0.002}",25,18,11.64650350687094,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'e': 0.4936147126538418, 'a': 0.002}",25,6,-64.97901212906977,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
355,False,"{'e': 0.49262846980013547, 'a': 0.002}",20,8,-23.65869319407319,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
356,False,"{'e': 0.4916441974609651, 'a': 0.002}",30,16,-16.772085751517693,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
357,False,"{'e': 0.4906618916992401, 'a': 0.002}",25,2,19.930312009711262,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'e': 0.4896815485857362, 'a': 0.002}",20,7,-2.4228382231436374,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
359,False,"{'e': 0.4887031641990795, 'a': 0.002}",20,0,-45.666102858640734,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
360,False,"{'e': 0.4877267346257312, 'a': 0.002}",20,0,-60.187887137386916,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
361,False,"{'e': 0.4867522559599717, 'a': 0.002}",25,0,-64.81754667837195,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
362,False,"{'e': 0.485779724303885, 'a': 0.002}",20,3,20.30297163644065,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
363,False,"{'e': 0.48480913576734325, 'a': 0.002}",20,0,-49.82642962313014,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
364,False,"{'e': 0.483840486467991, 'a': 0.002}",35,13,-15.378901120219936,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
365,False,"{'e': 0.48287377253122976, 'a': 0.002}",25,13,-2.463197781638066,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
366,False,"{'e': 0.48190899009020244, 'a': 0.002}",20,14,8.187895891515007,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'e': 0.480946135285778, 'a': 0.002}",25,11,-21.68219465218681,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
368,False,"{'e': 0.479985204266536, 'a': 0.002}",20,10,19.444268958029287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
